-5.420504513553161097e+00,2.920393000842153031e-01,4.769792453669046139e+00,-9.662136984868814615e-02,8.257884375029095336e-01,8.101242204441774231e-01,-6.206957279252370285e-02,0.000000000000000000e+00
-5.320818663701304629e+00,2.848423423460558768e-01,4.891223498059219743e+00,-8.159304249312913926e-02,8.174197721708591491e-01,8.115233697584224304e-01,-7.207133643348188901e-02,0.000000000000000000e+00
-5.221180188539240596e+00,2.768310143291949355e-01,5.008344479408531669e+00,-6.301432852901803217e-02,8.101095461699253653e-01,8.131907152038670983e-01,-8.023136435230299179e-02,0.000000000000000000e+00
-5.121576132188966568e+00,2.681906200273924679e-01,5.121638830997866876e+00,-4.440348657723845044e-02,8.038584899122165339e-01,8.149214892690821443e-01,-8.653079637863547724e-02,0.000000000000000000e+00
-5.021993538772475674e+00,2.591064634344078521e-01,5.231593696349272626e+00,-2.581239174673141679e-02,7.986673496029141894e-01,8.165108802847275138e-01,-9.097055389887491461e-02,0.000000000000000000e+00
-4.922419452411759266e+00,2.497638485440005496e-01,5.338629038076478039e+00,-7.239005262330224996e-03,7.945368894597197862e-01,8.177494518932304501e-01,-9.355188615951050279e-02,0.000000000000000000e+00
-4.822840917228818469e+00,2.403480793499309098e-01,5.443123274361296282e+00,1.132271067585241368e-02,7.914678936746476490e-01,8.184190562432062110e-01,-9.427591010388310100e-02,0.000000000000000000e+00
-4.723244977345630424e+00,2.310444598459569787e-01,5.545419705938331667e+00,2.987990670515131009e-02,7.894611680503255124e-01,8.183005790090500664e-01,-9.314334357235838635e-02,0.000000000000000000e+00
-4.623618676884191814e+00,2.220382940258388560e-01,5.645831570304508773e+00,4.843797183734843692e-02,7.885175412519197513e-01,8.171749065119917610e-01,-9.015443088628903590e-02,0.000000000000000000e+00
-4.523949059966498432e+00,2.135148858833361141e-01,5.744646216393989313e+00,6.699765988459463473e-02,7.886365878213641434e-01,8.148229305735594785e-01,-8.530906020666270684e-02,0.000000000000000000e+00
-4.424223170714540743e+00,2.056595394122081866e-01,5.782606479348153528e+00,8.531356063758580022e-02,7.888596182532116030e-01,8.110279579036545616e-01,-7.860707262234124804e-02,0.000000000000000000e+00
-4.324428053250310100e+00,1.986575586062146181e-01,5.610450525093553686e+00,1.002065790622527069e-01,7.890695591324139446e-01,8.058941499523818441e-01,-7.004876318090261234e-02,0.000000000000000000e+00
-4.224552088472103506e+00,1.926847675013585448e-01,5.431622076349122530e+00,1.070312129872673934e-01,7.896063119920907480e-01,8.001561428947912002e-01,-5.973094942194845380e-02,0.000000000000000000e+00
-4.124600054951951478e+00,1.878007034706407063e-01,5.244982938293331287e+00,1.069852474300936607e-01,7.901480161724505624e-01,7.944728150100049957e-01,-4.882524341593625500e-02,0.000000000000000000e+00
-4.024587732425534803e+00,1.839868874180304592e-01,5.051995523847160108e+00,1.049357369140334201e-01,7.904509598870299580e-01,7.895633441632827765e-01,-3.811499356803201011e-02,0.000000000000000000e+00
-3.924531103909166152e+00,1.812233986510999040e-01,4.857075625817738995e+00,1.028805667865138468e-01,7.902728732105964715e-01,7.859371770598418960e-01,-2.761222764784820871e-02,0.000000000000000000e+00
-3.824446152419159084e+00,1.794903164774211413e-01,4.663148283363743651e+00,1.008570307112769682e-01,7.893714854434144002e-01,7.842393701039217513e-01,-1.731438102126097237e-02,0.000000000000000000e+00
-3.724348860971833819e+00,1.787677202045661329e-01,4.472772138167652400e+00,9.886606241898039660e-02,7.875045267610333299e-01,7.846533276352267716e-01,-7.218813921527783908e-03,0.000000000000000000e+00
-3.624255212583490149e+00,1.790356891401069239e-01,4.288319629636800911e+00,9.690841954033380112e-02,7.844297301208958961e-01,7.865107581047665608e-01,2.677175821375626322e-03,0.000000000000000000e+00
-3.524181190270447850e+00,1.802743025916156705e-01,4.112204439468369443e+00,9.498469588171173927e-02,7.799048334921951930e-01,7.890422766694888956e-01,1.237634084438369621e-02,0.000000000000000000e+00
-3.424142777049020481e+00,1.824636398666644455e-01,3.947066713359471013e+00,9.309533326594912617e-02,7.736875825243322291e-01,7.910410027956190637e-01,2.188147308623692930e-02,0.000000000000000000e+00
-3.324155955935522044e+00,1.855837802728252661e-01,3.795956109069161144e+00,9.124063288580880338e-02,7.655357338358245167e-01,7.900334681802362313e-01,3.119539336824253550e-02,0.000000000000000000e+00
-3.224236709946271873e+00,1.896148031176699000e-01,3.662607116735783652e+00,8.951446854039328549e-02,7.552089040582821156e-01,7.871724885366631064e-01,4.032094169255853039e-02,0.000000000000000000e+00
-3.124401022097569758e+00,1.945367877087710584e-01,3.552406806987098431e+00,8.915645254178207468e-02,7.422571701109921261e-01,7.833058687244499607e-01,4.926096822734402081e-02,0.000000000000000000e+00
-3.024663927989621026e+00,2.003336060055256052e-01,3.482051196101877188e+00,9.196761445813558811e-02,7.277643256428724117e-01,7.794127961084671430e-01,5.805567361109791047e-02,0.000000000000000000e+00
-2.925028841666773349e+00,2.070356528354688475e-01,3.473125373232932578e+00,9.745108735374012621e-02,7.124563808127737374e-01,7.765180628785151029e-01,6.716475257926173004e-02,0.000000000000000000e+00
-2.825491380296856647e+00,2.147045351170820959e-01,3.509879365845941734e+00,1.036773796938780939e-01,6.963665793023788853e-01,7.756772049057545360e-01,7.689328148718974076e-02,0.000000000000000000e+00
-2.726047016976217208e+00,2.234024365090959141e-01,3.565829486497917866e+00,1.098470884160085842e-01,6.793830082012067839e-01,7.779416296790857555e-01,8.724298031519786556e-02,0.000000000000000000e+00
-2.626691224801178670e+00,2.331915406702427529e-01,3.618123330363445245e+00,1.159279095222749412e-01,6.623079972222458700e-01,7.835237315390684021e-01,9.820878916851945306e-02,0.000000000000000000e+00
