-5.273046638007867770e+00,2.391687945438860652e-01,-8.862103198078249977e-02,7.317504821583473706e+00
-4.340039097388009637e+00,1.610071479462487076e-01,-7.307320597277275342e-02,7.338815140101976553e+00
-3.430904203817347398e+00,1.334737331247453085e-01,1.193598186716773521e-02,7.298151424188273673e+00
-2.553385983296954986e+00,1.845168718807137509e-01,1.041046395010091496e-01,7.251397573430242716e+00
-1.648818634391836069e+00,3.496336301521658640e-01,2.537531581740185560e-01,7.156472674632935238e+00
-8.542475728611629293e-01,6.503795358528337012e-01,4.693676981803716619e-01,6.939469045741211595e+00
-1.152966775115178422e-01,1.122835050781315402e+00,6.608091324582420212e-01,6.808703820805707352e+00
6.032117845762026143e-01,1.593919978478387733e+00,4.907629111130840105e-01,7.069905069772838502e+00
1.462874947213937737e+00,1.859187931318529330e+00,1.113515796621681597e-01,7.503702382405970539e+00
2.372521374249259463e+00,1.873445306209729821e+00,-8.357151446799462868e-02,7.710391707515124260e+00
3.311237306876843256e+00,1.991495568876534117e+00,3.329208834291317864e-01,7.327790226445973332e+00
3.981261029823626174e+00,2.507247927108099184e+00,1.008237865631503416e+00,6.575119684833921951e+00
4.137722820886207131e+00,3.259796639235156057e+00,1.706882762139493304e+00,6.033896582271890630e+00
3.897166182010870283e+00,3.853957294193973926e+00,2.162408732746540441e+00,5.181609069564443892e+00
3.367726148981576184e+00,4.202693958216764614e+00,2.961628750806903909e+00,4.625538428121144463e+00
2.741817354535184492e+00,4.182873438700101865e+00,-2.938741820926811243e+00,4.645647186870286660e+00
2.147776547015822768e+00,4.061117457082882076e+00,-2.966291191196273935e+00,4.934737602821179792e+00
1.555697899935293282e+00,3.980238914441621034e+00,-3.062006719549097422e+00,5.141686275042912868e+00
8.927917447702047316e-01,3.918770965115486504e+00,-3.027130956818529395e+00,5.222763236242853324e+00
2.566644844153102012e-01,3.801987939798083804e+00,-2.897227100339755612e+00,5.211548560625953286e+00
-3.504009142081432326e-01,3.587256522138336123e+00,-2.702656960665352326e+00,5.161186668336036121e+00
-9.022838940249240380e-01,3.264665513159224375e+00,-2.521846903990714761e+00,5.136446095348579099e+00
-1.404225119261035992e+00,2.865828083417213179e+00,-2.411916471038066057e+00,5.179904532558317953e+00
-1.901323720304612275e+00,2.466336325460491974e+00,-2.513001032531466450e+00,5.466698105783338590e+00
-2.568013096206996249e+00,2.163759296561022616e+00,-2.947423500593502332e+00,6.021071806628791379e+00
-3.349138506822142425e+00,2.263001884104555828e+00,2.675687091415313024e+00,6.778587788716833096e+00
-3.886402594084589879e+00,2.929561504395060911e+00,1.821325123190309814e+00,7.632267119585661064e+00
-3.931951657921074705e+00,3.785027437411792484e+00,1.381328134733011526e+00,7.613658678455792916e+00
-4.008494791383650835e+00,4.655816047678868586e+00,2.034188877543396057e+00,6.853964819791259266e+00
-4.589499154420194849e+00,5.204336009510249994e+00,2.742737178023165967e+00,6.276905330606999733e+00
-5.324632740689629884e+00,5.259058076185574748e+00,-2.926377054860511695e+00,5.786282754936856065e+00
