-5.420504513553158432e+00,2.920393000842160802e-01,2.651246826505664789e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.426552428295609687e+00,2.952678731953534141e-01,-3.679810730858225076e-01,1.743082596778972315e-01,1.743082596778972260e+00,-1.548605126736960803e-02
-5.367967862071028051e+00,2.717841972730777322e-01,-3.604892377013784177e-01,3.452888162164891583e-01,1.709805565385919213e+00,-2.525849643638684167e-02
-5.336839932485260896e+00,2.614497155756983493e-01,-5.673428974505529765e-04,5.115646343643204252e-01,1.662758181478312558e+00,4.225999052140939904e-02
-5.272901196464661489e+00,2.717302618697747807e-01,9.734324854051309983e-02,6.719434297789886879e-01,1.603787954146682626e+00,7.487233904676331153e-02
-5.192019722105461810e+00,2.755916819329343737e-01,-1.205959104971556783e-01,8.528220610881902530e-01,1.808786313092015652e+00,2.173662394352092030e-03
-5.051011184452884883e+00,2.448407525522807993e-01,-7.236162634138225414e-02,1.025422718108901066e+00,1.726006570207108126e+00,-3.346310183368129965e-02
-4.877452794674737468e+00,2.527892942455209901e-01,-8.849995166520130407e-02,1.663494045562747159e+00,6.380713274538460489e+00,-2.536846144081349452e-01
-4.721246355597160438e+00,2.155801491830281469e-01,-1.730256647822926708e-01,1.635872476008885856e+00,-2.762156955386130264e-01,-7.561053391925888489e-02
-4.547157174467878704e+00,1.950624487990130773e-01,-1.817832587710339620e-01,1.820799086901602637e+00,1.849266108927167807e+00,1.702122491479662325e-01
-4.314134266449696220e+00,1.407478840780984064e-01,-9.956128415538091636e-02,2.015998357794580809e+00,1.951992708929781717e+00,1.608629257385768840e-01
-4.105780609945314907e+00,1.509726555988982755e-01,7.339287527241394882e-02,2.220216381513615111e+00,2.042180237190343028e+00,2.357565503263189810e-01
-3.832546548549797372e+00,1.761565907324512681e-01,5.275921719380927827e-02,2.432234507256148426e+00,2.120181257425333143e+00,1.227662092819404582e-01
-3.590672881117472404e+00,1.781745799967185961e-01,5.691343387818323385e-02,2.628151958628887286e+00,1.959174513727388600e+00,1.183260525346896061e-02
-3.276846559397234682e+00,2.078175774839426393e-01,4.157307530648118171e-02,2.830315469312137289e+00,2.021635106832500028e+00,3.672092090485883087e-02
-3.002692011962829532e+00,2.026328451470793546e-01,1.737063886518033090e-02,3.037542216077960600e+00,2.072267467658233109e+00,-4.523658315798551217e-03
-2.685493566743301752e+00,2.180907900585839221e-01,8.826759677606439702e-02,3.248170915611672704e+00,2.106286995337121049e+00,1.344611624335331490e-01
-2.338706410295734450e+00,2.613939437003248711e-01,1.688556080296977624e-01,3.458503836545372856e+00,2.103329209337001515e+00,1.484887749433313753e-01
-1.948995074822149398e+00,3.436482725263989568e-01,1.652720149459593058e-01,3.668131709294315534e+00,2.096278727489426785e+00,1.479581259533646054e-01
-1.555158708982876448e+00,3.920845546016855088e-01,2.578419342970467154e-01,3.873752278568118435e+00,2.056205692738029001e+00,1.298829856766185731e-01
-1.148257718063085075e+00,5.548123843717199799e-01,3.925827848497309147e-01,4.070768827691106928e+00,1.970165491229884935e+00,3.448437246207285423e-01
-7.703571239394523262e-01,7.170530906494021472e-01,4.939207096171710498e-01,4.256289828177694190e+00,1.855210004865872619e+00,2.001500322743146598e-01
-4.246636978887968206e-01,9.444206506528827205e-01,5.614925151199000597e-01,4.429638922971758319e+00,1.733490947940641291e+00,2.745515548470494060e-01
-4.408302608434250258e-02,1.173901762581410102e+00,5.834944533970849445e-01,4.601852794896972298e+00,1.722138719252139794e+00,4.294731841197193395e-02
3.252148624084512107e-01,1.439471251099510685e+00,5.642977587230291192e-01,4.785125889834577428e+00,1.832730949376051299e+00,1.924092766373869043e-02
7.444959233276786659e-01,1.673035022979380448e+00,3.783821953185445008e-01,4.991707297977065139e+00,2.065814081424877102e+00,-2.834332862903383154e-01
1.259303486678676531e+00,1.810807009436359305e+00,1.617672650288638769e-01,5.178363516944859413e+00,1.866562189677942740e+00,-4.240514012725601356e-01
1.804298256995106264e+00,1.845987631807588514e+00,4.086738232199767229e-02,5.388112909461686861e+00,2.097493925168274487e+00,-3.015312617269557682e-01
2.361970714996444620e+00,1.855895236686690764e+00,4.278920232540618131e-03,5.619106328443695730e+00,2.309934189820088690e+00,-1.394845264139834284e-01
2.939418175916822751e+00,1.850844749038301540e+00,1.688029521319050485e-01,5.847461373963326992e+00,2.283550455196312612e+00,5.966854089721201210e-02
3.470472317076057411e+00,2.044811350184579268e+00,5.068050756907546139e-01,6.044475209055302223e+00,1.970138350919752313e+00,4.444287711511196171e-01
3.936271118096976274e+00,2.404269216850124735e+00,8.960586753221442269e-01,6.146438473980630590e+00,1.019632649253283674e+00,4.730595119608757559e-01
4.207823081423224032e+00,2.966506023390509839e+00,1.441913680988128110e+00,6.191287283462931335e+00,4.484880948230074438e-01,6.825613738237898964e-01
4.087733007322941425e+00,3.572947334484922521e+00,1.950665048358642295e+00,6.194155537222456154e+00,2.868253759524819202e-02,7.747495390291752049e-01
3.757966847292895540e+00,4.093229616199211662e+00,2.449794842066959966e+00,6.072714258282543298e+00,-1.214412789399128556e+00,6.427991358791435017e-01
3.185586603813300943e+00,4.320252075529875668e+00,2.978322532250558652e+00,5.904034335847645920e+00,-1.686799224348973780e+00,7.529488245340347774e-01
