-4.984538964022465102e+00,2.479203124700219973e-01,-5.401337378847734239e-02,6.230741144634472484e+00
-4.361389099072646935e+00,2.205003453570046901e-01,-3.121468188830404944e-02,6.234193044976668041e+00
-3.739051466310964411e+00,2.208545775067527472e-01,3.266398230201255498e-02,6.217338385412461754e+00
-3.144546493700868695e+00,2.645224284213849586e-01,1.101470220832670988e-01,6.204815193813737473e+00
-2.532218516203796455e+00,3.602062110664956407e-01,2.016240006033526710e-01,6.185788767109470676e+00
-1.909852929576984604e+00,5.177872982569784455e-01,2.976591943564238507e-01,6.134815112278179328e+00
-1.324901179374428972e+00,7.187903791548393428e-01,3.433149984356161921e-01,6.003982045998392358e+00
-7.810204517595338292e-01,9.010543170219285081e-01,3.580482525816749972e-01,5.822382522259680115e+00
-2.293326490475005031e-01,1.134395363176061267e+00,4.233554125965023340e-01,5.814269437137127738e+00
3.183602965458018907e-01,1.379788441810134936e+00,4.161046411289315294e-01,6.003990743079195447e+00
8.947226253220664782e-01,1.602499451261199637e+00,2.927726258499903089e-01,6.310250648125949269e+00
1.517346968716326572e+00,1.746550035965446668e+00,1.501821535575820765e-01,6.598103276943242612e+00
2.117405489308324729e+00,1.809735819404028945e+00,3.291480173775698792e-02,6.698808479297968965e+00
2.771107472604118716e+00,1.875574591702910077e+00,1.736823271654388823e-01,6.473389150744014664e+00
3.340264315115707650e+00,2.096653985003606113e+00,5.287738922702577282e-01,6.040906318012685183e+00
3.770858538770631263e+00,2.459985665939547594e+00,9.061733801103829533e-01,5.473608998794917468e+00
3.964561508439682136e+00,2.949728805481684368e+00,1.455159860453421716e+00,5.110237921019189500e+00
3.944363102564917956e+00,3.430567841931963180e+00,1.741090648392642048e+00,4.670706365465425947e+00
3.872481184438596902e+00,3.826873720847367544e+00,1.845887318794023679e+00,3.984598038692906741e+00
3.567849944229657844e+00,4.211697319667063510e+00,2.569234667519965321e+00,3.778647923869791647e+00
3.110177319332611212e+00,4.331724225645172233e+00,3.076924184337801016e+00,3.740747565840899735e+00
2.689231452605060024e+00,4.292372655753568189e+00,-2.896079479953329372e+00,3.829918009120548028e+00
2.298162943350324561e+00,4.172800193190639106e+00,-2.785399209935293108e+00,3.996228650132531257e+00
1.944586200866115000e+00,4.039770648833417965e+00,-2.809878491341830653e+00,4.125336195991925692e+00
1.552354466262096500e+00,3.910673814414412419e+00,-2.844615903190751638e+00,4.198315187428098838e+00
1.151600120645276171e+00,3.789673615631816261e+00,-2.855841927237122491e+00,4.213317651233643879e+00
7.255518053262048905e-01,3.662737278103942895e+00,-2.826287010803471667e+00,4.196777511328213528e+00
3.308424526855905379e-01,3.522936936387085272e+00,-2.778090971189423719e+00,4.144757751274036117e+00
-4.770041306396988201e-02,3.362698212067935177e+00,-2.706554477860136476e+00,4.066105503207427141e+00
-4.065130093427622437e-01,3.179836459259810511e+00,-2.634755323651956971e+00,3.995349664505181142e+00
-7.475613498078363950e-01,2.978330858045286522e+00,-2.582822787866992265e+00,3.937056201455954252e+00
-1.076807955585522114e+00,2.768240074475559975e+00,-2.562917816452237929e+00,3.893687822506854079e+00
-1.405518353408627519e+00,2.559892550942279854e+00,-2.594335431240201828e+00,3.918841292258018694e+00
-1.754206451414581869e+00,2.370730231368128216e+00,-2.700128497184228316e+00,4.032718923889913931e+00
-2.117811073891075591e+00,2.236871213598831343e+00,-2.861585607231848183e+00,4.236102318817480672e+00
-2.570272242927578610e+00,2.164903870877091130e+00,-3.122284958167902857e+00,4.534937779208060959e+00
-3.034158102422986669e+00,2.224484176899127696e+00,2.866292377439826566e+00,4.880201278826080014e+00
-3.480906271807316266e+00,2.449888370942401750e+00,2.483045270202482779e+00,5.364849293033982391e+00
-3.849396190252600825e+00,2.878968864178842235e+00,2.075765104944918171e+00,5.900206294324410905e+00
-4.028574853380599841e+00,3.476916720303893094e+00,1.697949947885534439e+00,6.455478230093066649e+00
-4.090891194285553922e+00,4.095709997590680551e+00,1.655719192290114439e+00,6.488511084081113545e+00
-4.336178109099187772e+00,4.673646949192015398e+00,2.199496866674375717e+00,5.990463473432194874e+00
-4.765396861415430507e+00,5.047993663749796411e+00,2.667206837010769771e+00,5.564503281939595425e+00
-5.282537106107345615e+00,5.182087573428396432e+00,3.112318529408108603e+00,5.224503158543951642e+00
-5.755484064750977069e+00,5.088820926208746265e+00,-2.725757178110419954e+00,4.839919768797161126e+00
-6.133226352574237872e+00,4.826220441667204319e+00,-2.303272647192735167e+00,4.288795007133499482e+00
-6.352557829775591358e+00,4.492216780882025695e+00,-1.983210589669882173e+00,3.976475838888874570e+00
-6.464002239791069471e+00,4.098730826158996976e+00,-1.730638746926021376e+00,3.965454394028520291e+00
-6.535331434280410967e+00,3.725428771467660383e+00,-1.791788768817888178e+00,4.168012923207143672e+00
-6.692838439000015960e+00,3.325729902150343698e+00,-2.079846080441593248e+00,4.562503978548051897e+00
-6.973224792515097192e+00,2.970832326637744991e+00,-2.444413658670256950e+00,5.000562012121785749e+00
-7.451632166593170403e+00,2.718797939090880966e+00,-2.822037058482761207e+00,5.410190420522389410e+00
-7.994828158610611801e+00,2.619494928794850352e+00,-3.103894890304768506e+00,5.635496336837024778e+00
-8.540075409563579356e+00,2.620813672722032805e+00,3.090687150956462848e+00,5.739347532616087655e+00
-9.143835221339122299e+00,2.637355016680759334e+00,3.136118700916032065e+00,5.866635627112893658e+00
-9.737519265220553777e+00,2.669625197464393196e+00,3.032577229272737540e+00,6.055244038125994877e+00
-1.031408903434818924e+01,2.830890989544306180e+00,2.683948689113077712e+00,6.413188734680456804e+00
-1.083068769276465027e+01,3.252397423481885319e+00,2.282028510803507881e+00,7.044944526011629016e+00
-1.125724276040971006e+01,3.848965344737535599e+00,2.104821547343266985e+00,7.289396468767433745e+00
-1.169807041952094373e+01,4.417706650251314038e+00,2.344663681414327350e+00,7.180129234578554787e+00
-1.225818745947706034e+01,4.798392253578077415e+00,2.743550880735575959e+00,6.934016510465369265e+00
-1.294152119180390237e+01,4.941394782019234988e+00,3.096250039006779975e+00,6.652825461930222950e+00
-1.360470642830349597e+01,4.916173808267171097e+00,-3.018035482122873869e+00,6.633690831933623855e+00
-1.423860845673336506e+01,4.812119455112335409e+00,-2.939053142040282118e+00,6.665549183552971435e+00
-1.490290468083682995e+01,4.624619333976257352e+00,-2.795332021859712857e+00,6.614311842219138704e+00
-1.548593744068878131e+01,4.323726473856090990e+00,-2.534646889155221849e+00,6.524700797994171353e+00
-1.593247605444118165e+01,3.901341546294051277e+00,-2.228784760928959940e+00,6.351421424247438274e+00
-1.625417242387386452e+01,3.342614052361724042e+00,-1.964436206038839616e+00,6.227621179067797108e+00
