-1.644708719930357432e+01,2.751262392933809586e+00,-1.814464527767968294e+00,6.221005753559027518e+00
-1.653448864550066233e+01,2.135776215362140462e+00,-1.613913245436122690e+00,6.167073750741772997e+00
-1.651752387944043576e+01,1.553206239306495151e+00,-1.435124444115309483e+00,5.967913453061473028e+00
-1.630656470289077120e+01,9.730626075170141220e-01,-6.658627190937502771e-01,5.878420684603788970e+00
-1.580639770533984390e+01,6.303641962372150687e-01,-4.936605516322046805e-01,5.805819577024807998e+00
-1.528514540700248503e+01,4.246218768544229860e-01,-2.350665874449304193e-01,5.779833143156481334e+00
-1.472282067487024548e+01,3.462625107849777173e-01,-5.478368958891115248e-02,5.631424456459067862e+00
-1.414149097871985106e+01,3.370434216322557575e-01,1.816169620248416286e-02,5.554073142435940191e+00
-1.358500699417209390e+01,3.504559127471225111e-01,3.417825955373805791e-02,5.593639468684184379e+00
-1.304575097107271375e+01,3.712228799888812603e-01,3.958577081724092700e-02,5.692608524831116235e+00
-1.247140345841981635e+01,3.886566495194259119e-01,1.926042498748119919e-02,5.801990110275759172e+00
-1.186064877542165874e+01,3.947072327168257289e-01,2.091651549038630459e-04,5.909610740113715899e+00
-1.126525549476713728e+01,3.914267484460651758e-01,-1.435592934738055479e-02,5.993504946337563588e+00
-1.068776693747244622e+01,3.816518494224396818e-01,-2.027682040993160698e-02,6.059719084776991949e+00
-1.007826493479053198e+01,3.735349217065220273e-01,-3.831642174987026292e-03,6.137804027790858541e+00
-9.434817945512397941e+00,3.820442174325009432e-01,3.522737743199188393e-02,6.219539716949634922e+00
